user_id	prev_balance	amount	balance	ledger_type	paid_dt	info
3	0	52.38	52.38	commissions	"2016-01-19 06:05:23"	"{""comms"":""2,4,6,9,13,16"",""holdbacks"":null,""total_comms"":null,""total_holdbacks"":null}"	"2016-01-19 06:05:23"	"2016-01-19 06:05:23"	1
10	0	34.92	34.92	commissions	"2016-01-19 06:05:23"	"{""comms"":""14"",""holdbacks"":null,""total_comms"":null,""total_holdbacks"":null}"	"2016-01-19 06:05:23"	"2016-01-19 06:05:23"	2
11	0	209.52	209.52	commissions	"2016-01-19 06:05:23"	"{""comms"":""1,3,5,8,12,15"",""holdbacks"":null,""total_comms"":null,""total_holdbacks"":null}"	"2016-01-19 06:05:23"	"2016-01-19 06:05:23"	3
19	0	34.92	34.92	commissions	"2016-01-19 06:05:23"	"{""comms"":""7"",""holdbacks"":null,""total_comms"":null,""total_holdbacks"":null}"	"2016-01-19 06:05:23"	"2016-01-19 06:05:23"	4
20	0	34.92	34.92	commissions	"2016-01-19 06:05:23"	"{""comms"":""10"",""holdbacks"":null,""total_comms"":null,""total_holdbacks"":null}"	"2016-01-19 06:05:23"	"2016-01-19 06:05:23"	5
